"fee_id","amount","status","due_date"
"0c76a271-fe54-468d-a9dc-5853b1855b09","18414",,"2020-03-16T01:01:26.605"
"934a6283-9028-4479-a640-91b5cea2485d","5654",,"2023-12-20T01:06:07.865"
"b92a866f-0b1f-4442-b086-ef9b396b2cd7","19393",,"2024-12-24T07:13:20.366"
"65dc68b6-3db5-4e83-97eb-8631ebf25a7e","1507",,"2026-09-23T02:35:11.035"
"16264e8c-7f9b-4a75-82ec-b6335698da79","8921",,"2011-01-21T12:40:05.945"
"9b8875e6-90b1-4180-ac7f-72044cd838c3","13948",,"2067-07-04T23:54:12.521"
"e4c6a7ab-8689-4093-ba43-831fabc7315e","836",,"2057-11-15T00:30:06.979"
"8ca874dc-31a6-4600-8b67-50c8dea36cd7","9218",,"2040-09-14T20:39:21.393"
"52172f5d-b1eb-4b86-9424-51c824595f9d","10780",,"2053-04-23T16:27:21.300"
"c6419e28-1b86-4c2f-8513-3bcee6451eba","4906",,"2039-06-14T20:27:44.975"
"63d3abdf-3e06-43e5-8898-7717813d0d11","16896",,"2027-11-21T09:30:37.928"
"1f4c4764-d7f6-4a6c-9d38-60d11985e19c","19371",,"2064-06-02T10:10:33.889"
"40ccba4e-d136-41ef-b5be-7076099baacf","4851",,"2089-07-01T12:50:52.005"
"0b0bae0e-b18e-4ae6-a9c5-3d6819d00e81","7348",,"2042-10-11T16:03:17.956"
"d40cb3fb-3b29-4e9f-9447-e480408d8113","15004",,"2004-02-23T11:15:05.701"
"be2dc90d-35bd-4110-a6d8-3c951cb48b1f","19162",,"1991-11-23T20:22:50.594"
"87913b2a-f27a-4d04-8936-5d0df93b9a4d","11605",,"1998-04-07T21:13:39.189"
"511f2e64-68ba-4a87-9133-bbef7512fd00","7887",,"2060-07-30T22:09:16.001"
"a2be7801-382c-4ddc-8767-3f069c13336d","18865",,"2092-10-01T13:05:50.699"
"8d700ef9-1993-4cd3-ad90-32efe9e42263","8976",,"2081-08-21T23:45:30.705"
"6ef1ca79-4cd3-4e27-8487-4bb185fd88e0","10560",,"2081-11-19T09:00:09.389"
"c2b3b6a2-8165-42c0-8dec-4f9b9cc86fd0","3487",,"2067-09-10T10:53:23.169"
"d40c1c25-1140-4162-b3ad-746d07e31f2a","8063",,"1999-12-15T06:10:06.507"
"a8153143-41a9-4faa-b32d-1451a9e1d35c","6457",,"2057-03-14T08:37:08.802"
"15ec791f-ba4d-4f97-a3dc-6742ca96c602","18887",,"2009-10-12T10:34:20.770"
"da9ffbcf-387c-4b5d-8107-eb64121546c6","10923",,"2071-07-25T18:44:43.069"
"52e01d80-449e-492a-a298-54bc5621dfb0","3905",,"2037-11-22T01:36:49.300"
"dc22b019-8ee5-4a06-9ee4-9d0f42cc3cd5","3212",,"2023-03-06T08:39:35.780"
"239e6b22-61cd-46dc-892a-32eecc04fb4c","7601",,"2010-06-08T09:29:39.184"
"545f0fa3-40b9-4497-a6ad-051736815879","14817",,"2020-03-08T21:09:58.106"
"7941d677-1b83-4d81-b9a5-cfb7c823537e","17061",,"2043-05-04T07:26:21.827"
"00f56205-4e8e-47bc-b817-727a734dca95","7821",,"2032-08-29T15:26:57.500"
"199db287-0b9c-4228-8ad8-1f711a627ac4","1683",,"2046-05-12T20:44:53.389"
"7d662d89-06c0-40f5-8c15-ebf81264417a","2365",,"2028-08-09T02:08:15.109"
"751f3b63-acce-40f1-81ec-b6a97be84093","3102",,"2012-03-15T10:41:59.697"
"18034359-676d-4dcd-b529-95733526991c","2695",,"2005-12-21T17:41:11.318"
"6e3b690c-e079-408b-a514-28d1c63971a3","4818",,"2061-12-11T12:59:01.474"
"ca7e22e2-d10a-455c-80dc-bee68ad53a19","14377",,"2063-04-30T20:13:47.576"
"b61c0274-b8f9-4069-8175-d529cf41a36d","13255",,"2077-01-06T02:58:42.749"
"ab41db74-1368-46e0-9217-ae14ac2fafec","12661",,"2085-12-13T09:04:56.245"
"63fe27b2-132a-4dbd-ab5d-5906944be96c","16313",,"2003-04-13T10:15:41.248"
"25a079e2-debb-4669-94cc-44a5c0e541fa","7183",,"2069-04-09T21:02:59.664"
"8c8c8bd9-289b-46f3-a87e-7f00400f23e8","2717",,"2052-12-30T02:11:28.818"
"979f2e43-6b0e-4885-85d0-e30282ef9a32","16709",,"2080-05-11T21:39:04.428"
"54b02b7f-48e7-4394-b292-47fe62f9a591","9724",,"2007-02-15T01:21:09.858"
"fcff299f-a255-4319-9ea8-13700b8b6266","18458",,"2099-02-11T19:08:34.865"
"07bff626-ec17-4ac9-bc72-542cd9c16829","3641",,"2075-03-09T04:01:12.011"
"2da7710c-35b3-4bae-9cc1-0d05056e115b","1540",,"2044-11-27T00:42:36.957"
"74b96b4e-1eea-4e1f-87e4-73a1d32c77e0","11715",,"2038-04-01T09:15:44.799"
"ff0b6bd6-5704-45df-a4c6-9400c2b5403d","6787",,"2067-03-11T23:02:39.980"
"6539b491-9893-4b12-ac4d-89b4b7bf5e5d","12496",,"2054-02-26T00:03:12.702"
"e4399127-6d75-4d76-b956-89c348ed0b5a","19052",,"2055-08-19T23:09:03.474"
"8ab68621-05ca-4a05-9833-453ff1c7867b","17127",,"2084-12-31T04:41:26.797"
"e7ad5598-935b-4d6b-a015-65158ae94ca7","2893",,"2071-06-22T19:56:16.173"
"ff504942-9957-43f4-b696-2e8a5de75adc","7953",,"2009-08-29T02:47:46.640"
"34c92daf-a9e3-4450-91c0-3e08c994cf78","19734",,"2041-07-25T02:40:30.400"
"6fea7f4d-fdc4-462a-bef5-5ae1a5ee2058","9713",,"2083-06-02T21:10:52.186"
"333b7f83-bacb-4790-a42e-e1c2ce5bf6c3","8173",,"1996-07-30T21:33:50.083"
"dfbe62b2-0b3b-4a78-9201-629a6e336599","10329",,"2024-02-20T09:22:26.062"
"361ee571-1612-4031-b0e4-829aecebf0d8","17039",,"2011-11-16T21:02:19.497"
"e9302351-9fb1-4cce-9c65-98d1201f7ad9","770",,"2022-02-19T19:44:54.768"
"1b84eefd-2348-4dfe-a238-3abe6ba7d487","16511",,"2097-09-06T02:04:32.715"
"d8f04b4e-adb8-434e-8530-344c22731d60","18645",,"2034-02-16T01:16:34.659"
"7e39c20d-e8e4-4ece-a1b6-75da0d6c9435","10461",,"2023-06-18T23:16:31.068"
"aac6f887-2603-46f1-862b-391bf0d9401b","2739",,"2069-10-23T23:38:39.063"
"8dea9e6d-e3a8-4b67-9c64-2997a46df457","1540",,"2018-03-22T13:31:16.361"
"32e1784a-e22f-4297-bb1b-29424ff21336","3905",,"2003-05-14T11:26:52.313"
"89550fcb-db2a-43a8-992c-5f6f65aa0097","1672",,"2098-07-17T01:56:28.203"
"52549c68-a951-4b57-85a0-d1a38b7e2200","2915",,"2072-03-22T02:29:35.050"
"5474dad7-420e-43c3-98ae-f947c9f3ade0","5973",,"1990-09-15T19:01:07.796"
"48f4ba3f-f40f-4d90-9457-b04e0ef11255","5742",,"2044-07-03T10:26:20.742"
"661b0446-03c0-4340-9e11-6baf8bec61d4","11099",,"2062-05-27T17:44:08.986"
"a85e0fc2-3ca4-4e54-ad05-0f2c896081c6","16830",,"2045-01-04T05:05:58.124"
"b2dc500f-a3aa-49ca-a415-8021fe89f591","12804",,"1990-03-25T12:10:48.668"
"6975df68-f8c5-4734-a6a6-ee34090284a2","11275",,"2053-05-29T22:24:48.141"
"5666be8b-6360-4d75-950a-6694230a6803","17600",,"2086-04-17T11:05:15.212"
"699833c8-1632-4379-96f8-c44cef002fd2","4928",,"2068-05-10T23:18:22.612"
"11f012ac-195d-45b2-a357-a643e8337774","14597",,"2018-01-24T12:49:49.664"
"03851d17-1f7d-474f-b266-cb8fe5d5d336","3762",,"2080-06-23T15:40:04.283"
"d054f424-07f9-40b7-876e-13d842687766","14652",,"2037-12-17T11:36:59.997"
"fb75f76c-b356-49f5-b9f5-921cd03dea0b","5269",,"2010-03-07T20:25:06.903"
"63800036-eea5-4805-b880-e761ceef2528","15653",,"2004-10-15T00:37:11.448"
"5c6dff40-5809-4175-b408-d85bc5eeced6","8976",,"1996-03-13T10:16:02.008"
"5482a517-108e-4943-b93c-e01c94387a84","19492",,"2097-04-26T01:25:42.011"
"b7066551-daf6-45b8-aa57-d5fdd67043b7","17611",,"2063-03-07T20:47:45.771"
"b53d3c32-c387-4f8d-a546-73415f765e2a","7359",,"1995-01-05T11:02:01.859"
"03934f20-07aa-478f-a19b-0cfc1e439b2e","1078",,"2078-06-16T02:53:56.490"
"4498ba94-059b-44a7-8bda-6d09516dea58","7887",,"2000-11-16T05:31:28.677"
"b773bb76-235c-4cca-9ebc-9091e92e51fa","12067",,"2093-04-25T07:11:24.859"
"aeffba81-9617-43df-b58f-ad1b1004914e","12166",,"2084-08-04T17:14:51.197"
"b2e730e6-39d7-42d4-bf36-0804f74b2725","8327",,"2095-08-15T02:29:29.593"
"6e84213a-a972-43aa-b83a-b5e66eec0c1d","13431",,"2034-01-05T22:46:01.097"
"129da264-075e-4a80-a43d-c4a574c68a64","13310",,"2027-03-07T08:04:03.891"
"6200d5c0-e118-4444-8f86-7c5cfe8535e3","1551",,"2014-04-15T23:25:51.441"
"e2d50a37-6069-4aa9-a37e-8c6b0c10e43d","12892",,"2084-10-05T10:09:00.849"
"bae71df1-f551-48b5-a2e9-980a32a44bf1","6688",,"2077-02-23T19:58:18.828"
"4dbc2b7a-9f92-474a-a9ce-a1353c81acca","16665",,"2028-07-24T18:54:46.621"
"81433f5d-fd1b-4ed0-92a7-cb8870b00243","14762",,"2008-03-12T07:46:47.974"
"05416632-d68c-4374-b541-870407c669a0","19734",,"2014-04-10T18:00:50.405"
"9888c0ff-b79f-4b39-a597-95adef5c492b","8206",,"2052-07-20T07:07:31.634"
"d8dec3f7-e9b2-42d9-beaa-8fc5e1d68cf6","4598",,"2017-11-06T03:44:11.318"
"55f5909e-49f9-4a01-b23d-93d88c44b8f0","10274",,"2089-11-02T23:36:08.361"
"cad58063-df51-4223-b74e-deefdc7d9550","3003",,"2069-11-16T07:34:13.929"
"411bbc6d-4d1e-4eeb-b1a2-973a0fe98e17","17512",,"2005-08-31T16:39:29.026"
"61c878cb-2639-43ba-a193-74774cdb953c","19525",,"2024-03-02T07:14:55.749"
"57c63846-bcda-4db6-81f6-6d013a0bcf41","14883",,"2017-04-27T19:59:14.527"
"bffe304c-2e06-4bcf-9ef3-b715cf11ea45","3586",,"2007-01-25T22:26:34.391"
"0a282e7a-06ac-4755-810d-57906c5ce28f","12133",,"2045-04-29T16:45:22.974"
"e73b52ba-a34d-4637-b3f2-cda499c41e97","3894",,"2079-10-08T03:15:51.166"
"2400b904-976e-4161-b485-c53c1ec3392b","8349",,"2056-03-25T05:17:43.275"
"28e6257d-c28d-4fe7-a36b-ea1756bb9324","10648",,"1995-01-22T01:01:17.958"
"38fac3dc-0805-4719-9868-0b14504632ae","7205",,"2040-10-27T22:51:21.798"
"8e4592b7-c282-46e5-a329-1b2ad0f693a6","9713",,"2010-04-25T02:47:46.951"
"0171ba55-2042-4292-9d69-4148e90d528c","2750",,"2089-06-17T07:10:10.443"
"c2a2872e-c640-4f4d-a6bc-cad7311e91db","18931",,"2066-12-04T23:32:42.358"
"61354332-7bf8-4030-b4d4-34fa33de6411","9658",,"2072-11-25T13:14:03.753"
"aeb978a3-b9e0-46b3-b588-81cf6ea6c1a6","11649",,"2072-12-04T20:30:09.739"
"7f745fc1-62fe-4c19-b648-0671483e57e6","14641",,"2058-08-23T14:37:25.278"
"7f319226-13a2-4977-957b-09b8a3610f02","1496",,"2071-04-01T12:23:47.852"
"5bd8e73b-4b56-41b1-b4ab-c318a4831ab5","5907",,"2061-12-25T19:39:36.397"
"6b51df33-4c0b-4541-b1ca-ae44f279ba86","11616",,"2058-03-23T13:49:55.612"
"c8993c17-d7e4-4b1c-8f00-6507ac624dc6","12793",,"1994-12-25T13:56:00.543"
"e351e4c8-6726-429b-af67-dc4569cbd484","4620",,"1990-10-10T22:00:52.227"
"dbc83149-d10e-46e4-bc6e-79b59e40fe51","5478",,"1990-03-19T10:24:37.337"
"1fe48206-1d46-4318-9114-5c4318edbf06","18414",,"1990-02-20T09:29:19.508"
"01b70a86-8728-4725-a9a7-9904ad291ea3","8272",,"2032-06-02T03:37:19.280"
"25228d88-05eb-41c6-bb3e-5460a87c4105","3839",,"2078-04-27T04:08:51.215"
"2e2ffbd0-0f93-4efe-92bf-6831c5fb0c4d","11616",,"2031-08-19T09:29:34.896"
"a675406a-f0e4-4e87-8521-438c40b7359f","12573",,"2000-03-09T15:38:32.473"
"02d82e34-b6fb-4dc0-a8db-86b6799d6c32","11693",,"2023-08-08T20:02:27.490"
"1a45dc98-ea46-4a20-b257-394b517236c9","7062",,"2010-04-03T16:41:45.824"
"05cf838e-b00a-432f-b426-a09781299f81","1584",,"2055-06-23T07:29:31.719"
"0d4ee4e7-6aec-450d-b20b-d329de769f68","15345",,"2003-06-10T13:34:38.383"
"d43c2bce-0056-42c8-9938-b1cdd41a1733","6523",,"2083-12-07T01:58:09.906"
"086e8af2-a0db-4973-8261-5ddc9cca1629","19613",,"2027-02-06T06:07:57.976"
"d17da681-d283-4ba6-b80d-43ce16e4e159","12144",,"2066-06-29T07:08:44.782"
"c47a9aa4-1266-481f-8e10-d922d8975aa9","4367",,"1991-05-15T17:40:40.238"
"b2c7479c-36a3-4f62-a0d8-74e8fbbd332e","19140",,"2076-07-20T13:47:25.671"
"632d5e63-d095-4304-9428-ce3fb453e120","13090",,"2063-02-24T10:00:02.023"
"b44afb37-70e2-4b5d-8aa5-2b50a1ec9286","8932",,"2041-11-05T05:49:42.771"
"ad748acb-18e1-4d5b-8ad5-17059bd53df4","11055",,"2051-08-27T19:36:51.082"
"b75cef2f-bf76-40a9-b19b-a4b7b03fcf48","6479",,"2017-11-16T10:11:20.911"
"b53fddfd-429d-43a7-8a33-460abc9d6a9c","18414",,"2061-03-10T22:57:51.830"
"516f8435-9f96-4cc7-b034-9180c222a1a9","4400",,"2045-06-19T17:46:34.420"
"7dfbfb60-9c9e-4ee2-9e4f-26ebef72aaa7","4510",,"2058-12-09T00:05:52.710"
"e7853cff-37b4-489e-bc13-f33cc9ac5ad4","19074",,"2040-05-14T22:44:53.077"
"e0366a4f-de64-489e-97b9-b8a83c6afdd6","9614",,"2075-11-24T02:16:17.037"
"df2c0a34-f874-4d40-99b2-11b8d636f7be","14740",,"2008-06-30T00:07:09.833"
"5645dad5-09cb-4abd-bc5f-75a80434d63c","17666",,"2026-01-22T13:50:46.135"
"70b8112a-1169-4c93-ac07-2cbbfc31712c","3377",,"1999-01-02T18:13:41.240"
"248376a9-59bf-48ce-9241-2b14ef29b07b","18810",,"2055-06-29T19:46:39.422"
"3aa59444-bdcd-4d81-939d-f69f9cd9958f","17138",,"2075-08-31T19:32:19.362"
"7f383b83-d1a4-45a5-8c31-4960956b26d1","19195",,"2096-12-07T16:15:39.126"
"acdcd2f0-b9fa-4dea-b1ca-e36492facddf","18183",,"2070-03-04T09:12:48.796"
"739c6810-1b06-4070-8ad3-2325c8e84089","12144",,"2095-08-21T20:41:50.954"
"3cc836c8-dc83-47e1-a1dd-b908d0615203","8558",,"2071-02-22T01:45:10.390"
"c941f4f5-2400-4c1a-b0ba-67eacdaafe6d","6446",,"2067-08-15T10:48:27.978"
"6e7f001c-6d67-43c3-8072-67c0edd5b02f","13409",,"2050-04-13T18:59:45.689"
"60c23274-0f7a-42ec-a76a-72743f4784ee","13442",,"2014-06-26T11:06:58.429"
"6861eb82-a2ad-40a8-849e-89e07bf05c4d","4719",,"2088-07-24T07:45:49.411"
"40c63983-9eb7-4765-9b80-f07b0fb709ba","8404",,"2017-01-09T07:04:09.875"
"bdb17d45-8e41-4980-8871-2568e5a54ef7","2189",,"2003-07-09T12:13:52.115"
"daf59026-68b9-4802-911c-df3049c89a56","8382",,"2014-08-10T23:34:57.036"
"d095d518-6992-4e6b-854c-7fdaf92417d7","1056",,"2019-02-07T12:56:46.794"
"820c356f-6bf9-4fa6-97bd-9d71b274a0d6","19459",,"2058-01-07T15:16:45.308"
"1c04a02a-dc52-468a-8c7c-cf8845e8941c","16445",,"2048-02-18T14:09:26.613"
"aed63f9b-bff2-41b0-8ffc-c7ca9c439615","10307",,"1996-05-10T20:36:00.164"
"dec0b6cc-10a1-4b17-b740-157e5ec10919","7799",,"2045-06-26T07:17:19.872"
"c54f4e5b-2358-4327-97cb-3801d322502e","5313",,"2070-09-13T18:25:39.128"
"61ff811e-db4d-4b6c-889d-e69b8abeaf00","10362",,"2097-09-09T21:46:54.167"
"991b4230-1fa6-4165-9b84-5727410637ff","3872",,"2097-08-10T12:42:26.867"
"1e189415-f693-487e-83df-a8c845182366","6369",,"2054-12-02T13:11:18.286"
"a1db09e2-c684-4637-933e-fba519e187f9","6743",,"2096-07-15T15:56:54.888"
"8f1f492b-327c-4310-ad71-aab12d7876ff","4664",,"2006-08-09T01:03:37.970"
"7c6d6c3d-81d1-4f68-8f24-044e1ef88ed8","7084",,"2092-04-17T23:11:08.366"
"e0f71a80-395d-48f3-a75f-a3371987d8a4","7238",,"2007-06-16T13:13:50.914"
"5fd7116d-53c4-49da-b1b7-566ac848816c","4543",,"1998-01-07T02:40:59.970"
"57078d3e-aeaa-4327-b202-cd78161b3cf6","5874",,"2044-08-24T11:03:42.324"
"8c1632fa-df1f-4732-870d-3304d53283c3","19646",,"1998-03-02T06:23:23.073"
"e7c33d16-e06b-4df6-9dc8-ee82770da19b","13651",,"2047-06-19T16:15:10.036"
"6501fb55-d82f-44a3-bf02-3a6f6777c459","1243",,"1996-01-29T05:33:25.784"
"ff0c6e52-0946-4385-98e0-cfb27655dc0a","16368",,"2021-02-16T11:44:36.999"
"ed4b9e10-fe07-4d2a-a5c8-cc7577cc0db7","19074",,"2038-09-28T10:53:33.252"
"e249fe61-0aa8-4af6-a25a-91e63c476926","2211",,"2080-10-26T15:51:47.353"
"7cb48148-6a05-48cb-b5a9-4a08e07ea03a","11528",,"2028-08-22T04:18:36.381"
